UID,Machine ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,Machine Failure
312,M15171,Medium,298.0,308.6,1453,44.1,165,64077.3,No,No,No,No,No,No
313,L47492,Low,297.9,308.6,1468,36.0,168,52848.0,No,No,No,No,No,No
314,L47493,Low,298.0,308.6,1313,50.8,170,66700.4,No,No,No,No,No,No
315,M15174,Medium,297.9,308.5,1300,53.0,172,68900.0,No,No,No,No,No,No
316,L47495,Low,297.9,308.4,1646,40.6,175,66827.6,No,No,No,No,No,No
317,L47496,Low,297.8,308.4,1714,33.2,177,56904.8,No,No,No,No,No,No
318,L47497,Low,297.8,308.4,1685,28.4,179,47854.0,No,No,No,No,No,No
319,L47498,Low,297.8,308.4,1512,39.9,181,60328.799999999996,No,No,No,No,No,No
320,L47499,Low,297.8,308.4,1612,32.1,183,51745.200000000004,No,No,No,No,No,No
321,H29734,High,297.8,308.4,1550,38.2,185,59210.00000000001,No,No,No,No,No,No
322,L47501,Low,297.8,308.4,1518,32.5,190,49335.0,No,No,No,No,No,No
323,L47502,Low,297.8,308.5,1448,40.0,192,57920.0,No,No,No,No,No,No
324,L47503,Low,297.8,308.5,1561,46.3,194,72274.29999999999,No,No,No,No,No,No
325,M15184,Medium,297.8,308.5,1488,41.9,196,62347.2,No,No,No,No,No,No
326,L47505,Low,297.8,308.5,1699,27.8,199,47232.200000000004,No,No,No,No,No,No
327,L47506,Low,297.7,308.5,1501,41.4,201,62141.4,No,No,No,No,No,No
328,L47507,Low,297.7,308.5,1373,56.7,203,77849.1,No,No,No,Yes,No,Yes
329,H29742,High,297.6,308.4,1703,31.4,205,53474.2,No,No,No,No,No,No
330,H29743,High,297.7,308.5,1720,29.9,210,51428.0,No,No,No,No,No,No
331,M15190,Medium,297.6,308.4,1398,41.9,215,58576.2,No,No,No,No,No,No
332,M15191,Medium,297.6,308.4,1391,51.9,218,72192.9,No,No,No,No,No,No
333,M15192,Medium,297.6,308.3,1538,40.2,0,61827.600000000006,No,No,No,No,No,No
334,L47513,Low,297.5,308.2,1647,31.3,3,51551.1,No,No,No,No,No,No
335,M15194,Medium,297.5,308.1,1469,44.8,5,65811.2,No,No,No,No,No,No
336,L47515,Low,297.4,308.1,1749,25.9,8,45299.1,No,No,No,No,No,No
337,M15196,Medium,297.6,308.2,1995,20.5,10,40897.5,No,No,No,No,No,No
338,L47517,Low,297.6,308.3,1742,27.7,13,48253.4,No,No,No,No,No,No
339,L47518,Low,297.5,308.2,1563,38.2,15,59706.600000000006,No,No,No,No,No,No
340,M15199,Medium,297.5,308.2,1713,32.2,17,55158.600000000006,No,No,No,No,No,No
341,L47520,Low,297.4,308.1,1474,39.4,20,58075.6,No,No,No,No,No,No
342,M15201,Medium,297.4,308.2,1530,32.6,22,49878.0,No,No,No,No,No,No
343,L47522,Low,297.4,308.2,1471,46.5,25,68401.5,No,No,No,No,No,No
344,L47523,Low,297.5,308.3,1388,48.6,27,67456.8,No,No,No,No,No,No
345,M15204,Medium,297.5,308.2,2448,13.8,29,33782.4,No,No,No,No,No,No
346,L47525,Low,297.5,308.3,1585,32.9,32,52146.5,No,No,No,No,No,No
347,M15206,Medium,297.5,308.3,1459,45.2,34,65946.8,No,No,No,No,No,No
348,L47527,Low,297.5,308.3,1544,40.8,37,62995.2,No,No,No,No,No,No
349,L47528,Low,297.6,308.3,1617,31.7,39,51258.9,No,No,No,No,No,No
350,L47529,Low,297.6,308.3,1595,34.3,41,54708.49999999999,No,No,No,No,No,No
351,H29764,High,297.6,308.3,1400,44.3,43,62019.99999999999,No,No,No,No,No,No
352,M15211,Medium,297.6,308.4,1611,31.0,48,49941.0,No,No,No,No,No,No
353,M15212,Medium,297.6,308.4,1507,46.0,51,69322.0,No,No,No,No,No,No
354,H29767,High,297.5,308.3,1674,30.0,54,50220.0,No,No,No,No,No,No
355,L47534,Low,297.6,308.3,1658,34.3,59,56869.399999999994,No,No,No,No,No,No
356,L47535,Low,297.6,308.3,1623,36.9,61,59888.7,No,No,No,No,No,No
357,M15216,Medium,297.6,308.4,1398,48.9,63,68362.2,No,No,No,No,No,No
358,L47537,Low,297.6,308.4,1517,34.2,66,51881.4,No,No,No,No,No,No
359,M15218,Medium,297.6,308.3,1467,36.7,68,53838.9,No,No,No,No,No,No
360,M15219,Medium,297.6,308.3,1567,34.6,71,54218.200000000004,No,No,No,No,No,No
361,M15220,Medium,297.5,308.3,1521,38.2,74,58102.200000000004,No,No,No,No,No,No
362,L47541,Low,297.5,308.3,1596,36.8,77,58732.799999999996,No,No,No,No,No,No
363,H29776,High,297.6,308.3,1640,30.9,79,50676.0,No,No,No,No,No,No
364,L47543,Low,297.6,308.3,1438,47.8,84,68736.4,No,No,No,No,No,No
365,L47544,Low,297.6,308.4,1407,55.2,86,77666.40000000001,No,No,No,No,No,No
366,L47545,Low,297.6,308.4,1353,57.5,88,77797.5,No,No,No,No,No,No
367,M15226,Medium,297.6,308.5,1552,40.9,90,63476.799999999996,No,No,No,No,No,No
368,M15227,Medium,297.6,308.4,1569,38.3,93,60092.7,No,No,No,No,No,No
369,L47548,Low,297.5,308.4,1489,39.5,96,58815.5,No,No,No,No,No,No
370,H29783,High,297.5,308.4,1587,36.1,98,57290.700000000004,No,No,No,No,No,No
371,M15230,Medium,297.5,308.3,1622,37.2,103,60338.4,No,No,No,No,No,No
372,L47551,Low,297.5,308.4,1604,38.1,106,61112.4,No,No,No,No,No,No
373,M15232,Medium,297.4,308.3,1405,51.7,108,72638.5,No,No,No,No,No,No
374,L47553,Low,297.4,308.3,1412,42.0,111,59304.0,No,No,No,No,No,No
375,L47554,Low,297.4,308.3,1431,43.0,113,61533.0,No,No,No,No,No,No
376,L47555,Low,297.4,308.2,1533,37.4,115,57334.2,No,No,No,No,No,No
377,M15236,Medium,297.4,308.2,1401,51.9,117,72711.9,No,No,No,No,No,No
378,M15237,Medium,297.4,308.2,1424,53.9,120,76753.59999999999,No,No,No,No,No,No
379,L47558,Low,297.3,308.2,1754,29.4,123,51567.6,No,No,No,No,No,No
380,L47559,Low,297.3,308.2,1754,26.8,125,47007.200000000004,No,No,No,No,No,No
381,L47560,Low,297.5,308.3,2564,12.8,127,32819.200000000004,No,No,Yes,No,No,Yes
382,L47561,Low,297.5,308.5,1546,40.4,129,62458.399999999994,No,No,No,No,No,No
383,L47562,Low,297.5,308.5,1335,48.0,131,64080.0,No,No,No,No,No,No
384,M15243,Medium,297.5,308.6,1842,27.0,133,49734.0,No,No,No,No,No,No
385,L47564,Low,297.5,308.5,1712,26.8,136,45881.6,No,No,No,No,No,No
386,M15245,Medium,297.6,308.6,1414,45.4,138,64195.6,No,No,No,No,No,No
387,L47566,Low,297.6,308.7,1319,50.9,141,67137.09999999999,No,No,No,No,No,No
388,L47567,Low,297.7,308.7,1249,60.4,143,75439.59999999999,No,No,No,No,No,No
389,L47568,Low,297.6,308.7,1455,48.2,145,70131.0,No,No,No,No,No,No
390,M15249,Medium,297.6,308.7,1408,54.8,147,77158.4,No,No,No,No,No,No
391,L47570,Low,297.6,308.7,1460,46.7,150,68182.0,No,No,No,No,No,No
392,L47571,Low,297.6,308.6,1491,38.1,152,56807.1,No,No,No,No,No,No
393,M15252,Medium,297.6,308.5,1490,43.4,154,64666.0,No,No,No,No,No,No
394,M15253,Medium,297.5,308.4,1350,52.2,157,70470.0,No,No,No,No,No,No
395,L47574,Low,297.5,308.4,1528,39.9,160,60967.2,No,No,No,No,No,No
396,L47575,Low,297.4,308.3,1571,37.7,162,59226.700000000004,No,No,No,No,No,No
397,L47576,Low,297.4,308.3,1490,42.6,164,63474.0,No,No,No,No,No,No
398,M15257,Medium,297.4,308.3,1774,28.9,166,51268.6,No,No,No,No,No,No
399,H29812,High,297.4,308.3,1502,43.6,169,65487.200000000004,No,No,No,No,No,No
400,L47579,Low,297.4,308.4,1392,49.7,174,69182.40000000001,No,No,No,No,No,No
401,L47580,Low,297.4,308.5,2100,16.9,176,35490.0,No,No,No,No,No,No
402,L47581,Low,297.5,308.5,1722,30.4,178,52348.799999999996,No,No,No,No,No,No
403,L47582,Low,297.4,308.6,1678,32.3,180,54199.399999999994,No,No,No,No,No,No
404,L47583,Low,297.3,308.6,1273,59.8,182,76125.4,No,No,No,No,No,No
405,L47584,Low,297.3,308.6,1297,45.9,184,59532.299999999996,No,No,No,No,No,No
406,L47585,Low,297.3,308.5,1350,57.6,186,77760.0,No,No,No,No,No,No
407,L47586,Low,297.4,308.6,1439,51.9,188,74684.09999999999,No,No,No,No,No,No
408,M15267,Medium,297.4,308.5,1600,42.1,190,67360.0,No,No,No,No,No,No
409,M15268,Medium,297.4,308.6,1434,44.4,193,63669.6,No,No,No,No,No,No
410,L47589,Low,297.4,308.6,1459,41.3,196,60256.7,No,No,No,No,No,No
411,M15270,Medium,297.5,308.6,1472,44.9,198,66092.8,No,No,No,No,No,No
412,L47591,Low,297.5,308.7,1429,44.3,201,63304.7,No,No,No,No,No,No
413,L47592,Low,297.5,308.6,1388,48.2,203,66901.6,No,No,No,No,No,No
414,L47593,Low,297.4,308.4,1573,34.5,205,54268.5,No,No,No,No,No,No
415,L47594,Low,297.4,308.4,1588,32.5,207,51610.0,No,No,No,No,No,No
416,L47595,Low,297.5,308.4,1511,42.8,209,64670.799999999996,No,No,No,No,No,No
417,L47596,Low,297.4,308.5,1495,37.8,211,56510.99999999999,No,No,No,No,No,No
418,L47597,Low,297.4,308.4,1394,50.1,213,69839.40000000001,No,No,No,No,No,No
419,L47598,Low,297.4,308.4,2151,17.7,0,38072.7,No,No,No,No,No,No
420,M15279,Medium,297.3,308.3,1501,38.2,2,57338.200000000004,No,No,No,No,No,No
421,M15280,Medium,297.3,308.3,1301,39.6,5,51519.6,No,No,No,No,No,No
422,M15281,Medium,297.3,308.3,1657,31.1,8,51532.700000000004,No,No,No,No,No,No
423,L47602,Low,297.3,308.3,1333,55.2,11,73581.6,No,No,No,No,No,No
424,L47603,Low,297.3,308.3,1484,43.9,13,65147.6,No,No,No,No,No,No
425,L47604,Low,297.3,308.4,1430,45.7,15,65351.00000000001,No,No,No,No,No,No
426,M15285,Medium,297.3,308.4,1665,28.9,17,48118.5,No,No,No,No,No,No
427,L47606,Low,297.4,308.5,1501,44.9,20,67394.9,No,No,No,No,No,No
428,M15287,Medium,297.5,308.5,1496,42.2,22,63131.200000000004,No,No,No,No,No,No
429,M15288,Medium,297.6,308.6,1595,36.9,25,58855.5,No,No,No,No,No,No
430,L47609,Low,297.5,308.6,1208,62.3,28,75258.4,No,No,No,No,No,No
431,L47610,Low,297.5,308.6,1596,37.1,30,59211.600000000006,No,No,No,No,No,No
432,L47611,Low,297.5,308.5,1446,41.9,32,60587.4,No,No,No,No,No,No
433,M15292,Medium,297.6,308.5,1466,39.7,34,58200.200000000004,No,No,No,No,No,No
434,M15293,Medium,297.6,308.5,1848,23.7,37,43797.6,No,No,No,No,No,No
435,M15294,Medium,297.5,308.5,1484,44.7,40,66334.8,No,No,No,No,No,No
436,L47615,Low,297.4,308.3,1493,41.2,43,61511.600000000006,No,No,No,No,No,No
437,L47616,Low,297.3,308.3,1504,36.3,45,54595.2,No,No,No,No,No,No
438,L47617,Low,297.3,308.3,1538,38.5,47,59213.0,No,No,No,No,No,No
439,L47618,Low,297.4,308.4,1341,52.2,49,70000.2,No,No,No,No,No,No
440,M15299,Medium,297.4,308.3,1535,34.6,51,53111.0,No,No,No,No,No,No
441,L47620,Low,297.4,308.5,1389,39.2,54,54448.8,No,No,No,No,No,No
442,H29855,High,297.5,308.5,1393,46.6,56,64913.8,No,No,No,No,No,No
443,L47622,Low,297.4,308.5,1399,61.5,61,86038.5,No,No,Yes,No,No,Yes
444,H29857,High,297.4,308.5,1469,45.1,63,66251.90000000001,No,No,No,No,No,No
445,L47624,Low,297.4,308.4,1582,37.2,68,58850.4,No,No,No,No,No,No
446,L47625,Low,297.5,308.6,1793,26.7,70,47873.1,No,No,No,No,No,No
447,L47626,Low,297.5,308.6,1452,39.0,72,56628.0,No,No,No,No,No,No
448,M15307,Medium,297.6,308.7,1376,59.9,74,82422.4,No,No,No,No,No,No
449,L47628,Low,297.5,308.6,1552,44.9,77,69684.8,No,No,No,No,No,No
450,L47629,Low,297.6,308.7,1622,37.9,79,61473.799999999996,No,No,No,No,No,No
451,M15310,Medium,297.6,308.7,1419,41.7,81,59172.3,No,No,No,No,No,No
452,H29865,High,297.5,308.6,1440,46.1,84,66384.0,No,No,No,No,No,No
453,M15312,Medium,297.4,308.6,1643,31.0,89,50933.0,No,No,No,No,No,No
454,L47633,Low,297.4,308.7,1510,36.2,92,54662.00000000001,No,No,No,No,No,No
455,L47634,Low,297.4,308.7,1468,46.6,94,68408.8,No,No,No,No,No,No
456,L47635,Low,297.4,308.7,1429,57.4,96,82024.59999999999,No,No,No,No,No,No
457,H29870,High,297.3,308.7,1478,47.6,98,70352.8,No,No,No,No,No,No
458,L47637,Low,297.4,308.6,1276,53.6,103,68393.6,No,No,No,No,No,No
459,L47638,Low,297.3,308.6,1486,42.6,105,63303.6,No,No,No,No,No,No
460,L47639,Low,297.4,308.6,1476,42.3,107,62434.799999999996,No,No,No,No,No,No
461,H29874,High,297.3,308.6,1431,42.0,109,60102.0,No,No,No,No,No,No
462,L47641,Low,297.4,308.7,1402,40.2,114,56360.4,No,No,No,No,No,No
463,L47642,Low,297.4,308.7,1433,43.4,116,62192.2,No,No,No,No,No,No
464,L47643,Low,297.4,308.7,2874,4.2,118,12070.800000000001,No,No,Yes,No,No,Yes
465,L47644,Low,297.3,308.6,1511,35.7,120,53942.700000000004,No,No,No,No,No,No
466,M15325,Medium,297.3,308.6,1456,42.9,122,62462.4,No,No,No,No,No,No
467,L47646,Low,297.2,308.5,1550,41.5,125,64325.0,No,No,No,No,No,No
468,L47647,Low,297.2,308.5,2182,16.5,127,36003.0,No,No,No,No,No,No
469,L47648,Low,297.3,308.7,1619,31.6,129,51160.4,No,No,No,No,No,No
470,M15329,Medium,297.3,308.8,1586,32.7,131,51862.200000000004,No,No,No,No,No,No
471,H29884,High,297.3,308.8,1499,44.2,134,66255.8,No,No,No,No,No,No
472,H29885,High,297.3,308.8,1419,42.4,139,60165.6,No,No,No,No,No,No
473,M15332,Medium,297.4,309.0,1497,41.8,144,62574.6,No,No,No,No,No,No
474,M15333,Medium,297.4,309.0,1520,37.0,147,56240.0,No,No,No,No,No,No
475,L47654,Low,297.4,309.1,1478,49.8,150,73604.4,No,No,No,No,No,No
476,L47655,Low,297.4,309.1,1380,41.1,152,56718.0,No,No,No,No,No,No
477,L47656,Low,297.4,309.0,1570,37.9,154,59503.0,No,No,No,No,No,No
478,H29891,High,297.4,309.0,1468,41.4,156,60775.2,No,No,No,No,No,No
479,L47658,Low,297.4,309.0,1833,22.6,161,41425.8,No,No,No,No,No,No
480,M15339,Medium,297.4,308.9,1323,57.3,163,75807.9,No,No,No,No,No,No
481,L47660,Low,297.4,309.0,1583,32.0,166,50656.0,No,No,No,No,No,No
482,M15341,Medium,297.3,309.0,1556,39.5,168,61462.0,No,No,No,No,No,No
483,L47662,Low,297.3,309.0,1548,37.4,171,57895.2,No,No,No,No,No,No
484,L47663,Low,297.4,309.0,1324,56.9,173,75335.59999999999,No,No,No,No,No,No
485,L47664,Low,297.4,309.0,1568,33.7,175,52841.600000000006,No,No,No,No,No,No
486,M15345,Medium,297.4,309.0,1685,30.7,177,51729.5,No,No,No,No,No,No
487,M15346,Medium,297.4,309.1,1582,35.9,180,56793.799999999996,No,No,No,No,No,No
488,M15347,Medium,297.4,309.1,1463,35.0,183,51205.0,No,No,No,No,No,No
489,L47668,Low,297.4,309.2,1584,42.8,186,67795.2,No,No,No,No,No,No
490,M15349,Medium,297.5,309.2,1347,55.8,188,75162.59999999999,No,No,No,No,No,No
491,L47670,Low,297.4,309.2,1459,37.9,191,55296.1,No,No,No,No,No,No
492,L47671,Low,297.4,309.2,1420,45.6,193,64752.0,No,No,No,No,No,No
493,L47672,Low,297.5,309.3,1404,43.5,195,61074.0,No,No,No,No,No,No
494,L47673,Low,297.5,309.3,1470,38.8,197,57035.99999999999,No,No,No,No,No,No
495,L47674,Low,297.6,309.4,1326,49.8,199,66034.8,No,No,No,No,No,No
496,H29909,High,297.5,309.3,1459,49.7,201,72512.3,No,No,No,No,No,No
497,M15356,Medium,297.5,309.2,1530,40.0,206,61200.0,No,No,No,No,No,No
498,L47677,Low,297.4,309.0,1505,39.2,209,58996.00000000001,No,No,No,No,No,No
499,L47678,Low,297.5,309.1,1611,30.2,211,48652.2,No,No,No,No,No,No
500,L47679,Low,297.5,309.1,1515,35.1,213,53176.5,No,No,No,No,No,No
501,M15360,Medium,297.5,309.2,1804,27.4,215,49429.6,No,No,No,No,No,No
502,M15361,Medium,297.6,309.3,1464,46.2,218,67636.8,No,No,No,No,No,No
503,L47682,Low,297.6,309.2,1390,43.3,221,60186.99999999999,No,No,No,No,No,No
504,M15363,Medium,297.6,309.2,1442,48.1,0,69360.2,No,No,No,No,No,No
505,M15364,Medium,297.6,309.3,1529,41.9,3,64065.1,No,No,No,No,No,No
506,L47685,Low,297.6,309.3,1610,35.0,6,56350.0,No,No,No,No,No,No
507,L47686,Low,297.6,309.3,1543,34.3,8,52924.899999999994,No,No,No,No,No,No
508,H29921,High,297.8,309.4,1445,48.2,10,69649.0,No,No,No,No,No,No
509,L47688,Low,297.7,309.3,1893,24.6,15,46567.8,No,No,No,No,No,No
510,M15369,Medium,297.6,309.3,1415,41.3,17,58439.49999999999,No,No,No,No,No,No
511,L47690,Low,297.5,309.3,1564,37.5,20,58650.0,No,No,No,No,No,No
512,L47691,Low,297.5,309.3,1479,39.4,22,58272.6,No,No,No,No,No,No
513,L47692,Low,297.5,309.2,1426,44.8,24,63884.799999999996,No,No,No,No,No,No
514,L47693,Low,297.4,309.2,1428,38.8,26,55406.399999999994,No,No,No,No,No,No
515,L47694,Low,297.4,309.2,1620,33.2,28,53784.00000000001,No,No,No,No,No,No
516,L47695,Low,297.5,309.2,1715,28.0,30,48020.0,No,No,No,No,No,No
517,L47696,Low,297.5,309.3,1732,29.9,32,51786.799999999996,No,No,No,No,No,No
518,M15377,Medium,297.5,309.4,1391,58.2,34,80956.2,No,No,No,No,No,No
519,L47698,Low,297.6,309.5,1924,20.6,37,39634.4,No,No,No,No,No,No
520,M15379,Medium,297.7,309.5,2027,19.8,39,40134.6,No,No,No,No,No,No
521,L47700,Low,297.6,309.5,1617,36.2,42,58535.4,No,No,No,No,No,No
522,L47701,Low,297.5,309.4,1497,35.8,44,53592.6,No,No,No,No,No,No
523,M15382,Medium,297.5,309.5,1448,43.7,46,63277.600000000006,No,No,No,No,No,No
524,L47703,Low,297.4,309.4,1401,45.9,49,64305.9,No,No,No,No,No,No
525,L47704,Low,297.4,309.4,1620,35.4,51,57348.0,No,No,No,No,No,No
526,L47705,Low,297.4,309.4,1466,45.5,53,66703.0,No,No,No,No,No,No
527,L47706,Low,297.6,309.5,1373,50.6,55,69473.8,No,No,No,No,No,No
528,M15387,Medium,297.6,309.6,1592,35.8,57,56993.6,No,No,No,No,No,No
529,M15388,Medium,297.5,309.5,1553,42.4,60,65847.2,No,No,No,No,No,No
530,L47709,Low,297.6,309.5,1569,36.2,63,56797.8,No,No,No,No,No,No
531,M15390,Medium,297.6,309.5,1709,32.2,65,55029.8,No,No,No,No,No,No
532,L47711,Low,297.6,309.5,1549,34.9,68,54060.1,No,No,No,No,No,No
533,L47712,Low,297.5,309.4,1443,45.4,70,65512.2,No,No,No,No,No,No
534,L47713,Low,297.5,309.3,1675,29.8,72,49915.0,No,No,No,No,No,No
535,L47714,Low,297.5,309.3,1623,33.4,74,54208.2,No,No,No,No,No,No
536,H29949,High,297.4,309.3,1365,52.4,76,71526.0,No,No,No,No,No,No
537,L47716,Low,297.4,309.3,1759,24.8,81,43623.200000000004,No,No,No,No,No,No
538,H29951,High,297.4,309.3,1516,43.0,83,65188.0,No,No,No,No,No,No
539,M15398,Medium,297.4,309.3,1499,36.8,88,55163.2,No,No,No,No,No,No
540,M15399,Medium,297.4,309.3,1775,25.8,91,45795.0,No,No,No,No,No,No
541,L47720,Low,297.4,309.4,1473,45.5,94,67021.5,No,No,No,No,No,No
542,L47721,Low,297.4,309.4,1296,52.3,96,67780.8,No,No,No,No,No,No
543,L47722,Low,297.5,309.4,1803,24.7,98,44534.1,No,No,No,No,No,No
544,H29957,High,297.5,309.3,1563,36.1,100,56424.3,No,No,No,No,No,No
545,M15404,Medium,297.5,309.4,1831,26.6,105,48704.600000000006,No,No,No,No,No,No
546,L47725,Low,297.6,309.4,1958,22.1,108,43271.8,No,No,No,No,No,No
547,L47726,Low,297.5,309.4,1809,24.3,110,43958.700000000004,No,No,No,No,No,No
548,M15407,Medium,297.5,309.4,1482,39.3,112,58242.6,No,No,No,No,No,No
549,L47728,Low,297.4,309.3,1332,53.2,115,70862.40000000001,No,No,No,No,No,No
550,L47729,Low,297.4,309.2,1437,40.4,117,58054.799999999996,No,No,No,No,No,No
551,L47730,Low,297.4,309.2,1698,29.4,119,49921.2,No,No,No,No,No,No
552,L47731,Low,297.4,309.2,1274,54.3,121,69178.2,No,No,No,No,No,No
553,M15412,Medium,297.4,309.3,1622,35.0,123,56770.0,No,No,No,No,No,No
554,M15413,Medium,297.4,309.3,1564,36.0,126,56304.0,No,No,No,No,No,No
555,H29968,High,297.5,309.4,1368,45.3,129,61970.399999999994,No,No,No,No,No,No
556,M15415,Medium,297.4,309.4,1539,42.2,134,64945.8,No,No,No,No,No,No
557,L47736,Low,297.5,309.4,1357,50.1,137,67985.7,No,No,No,No,No,No
558,M15417,Medium,297.5,309.4,1433,48.3,139,69213.9,No,No,No,No,No,No
559,L47738,Low,297.5,309.4,1650,34.6,142,57090.0,No,No,No,No,No,No
560,L47739,Low,297.5,309.4,1503,40.6,144,61021.8,No,No,No,No,No,No
561,L47740,Low,297.5,309.4,1318,58.2,146,76707.6,No,No,No,No,No,No
562,M15421,Medium,297.5,309.4,1678,34.4,148,57723.2,No,No,No,No,No,No
563,L47742,Low,297.6,309.5,1574,30.9,151,48636.6,No,No,No,No,No,No
564,L47743,Low,297.7,309.6,1529,35.2,153,53820.8,No,No,No,No,No,No
565,H29978,High,297.6,309.6,1669,32.1,155,53574.9,No,No,No,No,No,No
566,H29979,High,297.7,309.7,1570,35.8,160,56205.99999999999,No,No,No,No,No,No
567,M15426,Medium,297.6,309.7,1541,33.7,165,51931.700000000004,No,No,No,No,No,No
568,M15427,Medium,297.7,309.7,1680,30.2,168,50736.0,No,No,No,No,No,No
569,L47748,Low,297.8,309.7,1935,22.1,171,42763.5,No,No,No,No,No,No
570,M15429,Medium,297.7,309.6,1596,35.2,173,56179.200000000004,No,No,No,No,No,No
571,L47750,Low,297.7,309.7,1498,41.0,176,61418.0,No,No,No,No,No,No
572,M15431,Medium,297.8,309.8,1676,29.0,178,48604.0,No,No,No,No,No,No
573,L47752,Low,297.8,309.9,1351,49.0,181,66199.0,No,No,No,No,No,No
574,L47753,Low,297.9,309.9,1472,45.0,183,66240.0,No,No,No,No,No,No
575,M15434,Medium,297.9,310.0,1439,41.7,185,60006.3,No,No,No,No,No,No
576,M15435,Medium,297.9,309.9,1410,55.4,188,78114.0,No,No,No,No,No,No
577,H29990,High,297.7,309.7,1440,51.1,191,73584.0,No,No,No,No,No,No
578,L47757,Low,297.7,309.7,1591,37.7,196,59980.700000000004,No,No,No,No,No,No
579,L47758,Low,297.8,309.8,1533,36.8,198,56414.399999999994,No,No,No,No,No,No
580,M15439,Medium,297.8,309.7,1700,31.3,200,53210.0,No,No,No,No,No,No
581,M15440,Medium,297.8,309.8,1798,25.5,203,45849.0,No,No,No,No,No,No
582,L47761,Low,297.8,309.7,1394,42.9,206,59802.6,No,No,No,No,No,No
583,L47762,Low,297.8,309.7,1341,49.2,208,65977.2,No,No,No,No,No,No
584,H29997,High,297.7,309.6,1697,32.2,210,54643.4,No,No,No,No,No,No
585,H29998,High,297.6,309.6,1419,48.2,215,68395.8,No,No,No,No,No,No
586,L47765,Low,297.6,309.5,2001,20.5,220,41020.5,No,No,No,No,No,No
587,L47766,Low,297.6,309.6,1501,49.8,222,74749.8,No,No,No,Yes,No,Yes
588,H30001,High,297.6,309.5,1623,33.1,224,53721.3,No,No,No,No,No,No
589,L47768,Low,297.6,309.4,1628,33.4,229,54375.2,No,No,No,No,No,No
590,L47769,Low,297.6,309.4,1491,40.2,231,59938.200000000004,No,No,No,No,No,No
591,L47770,Low,297.5,309.4,1517,36.7,233,55673.9,No,No,No,No,No,No
592,H30005,High,297.5,309.3,1525,41.7,235,63592.50000000001,No,No,No,No,No,No
593,H30006,High,297.5,309.5,1668,27.9,240,46537.2,No,No,No,No,No,No
594,L47773,Low,297.5,309.6,1312,50.7,0,66518.40000000001,No,No,No,No,No,No
595,H30008,High,297.6,309.6,1278,50.4,2,64411.2,No,No,No,No,No,No
596,M15455,Medium,297.6,309.6,1330,53.1,7,70623.0,No,No,No,No,No,No
597,M15456,Medium,297.6,309.6,1530,37.3,10,57068.99999999999,No,No,No,No,No,No
598,H30011,High,297.6,309.6,1428,46.6,13,66544.8,No,No,No,No,No,No
599,L47778,Low,297.7,309.6,1480,47.9,18,70892.0,No,No,No,No,No,No
600,H30013,High,297.7,309.7,1616,31.1,20,50257.600000000006,No,No,No,No,No,No
601,L47780,Low,297.8,309.7,1547,37.3,25,57703.1,No,No,No,No,No,No
602,L47781,Low,297.9,309.7,2194,16.8,27,36859.200000000004,No,No,No,No,No,No
603,L47782,Low,297.9,309.8,2000,21.3,29,42600.0,No,No,No,No,No,No
604,L47783,Low,297.9,309.8,1336,71.6,31,95657.59999999999,No,No,Yes,No,No,Yes
605,L47784,Low,297.9,309.9,1542,33.8,33,52119.6,No,No,No,No,No,No
606,M15465,Medium,297.9,309.8,1693,29.9,35,50620.7,No,No,No,No,No,No
607,L47786,Low,297.9,309.8,1461,50.5,38,73780.5,No,No,No,No,No,No
608,M15467,Medium,298.0,309.9,1565,33.9,40,53053.5,No,No,No,No,No,No
609,L47788,Low,298.0,309.9,1403,47.7,43,66923.1,No,No,No,No,No,No
610,L47789,Low,298.1,309.9,1629,32.5,45,52942.5,No,No,No,No,No,No
611,L47790,Low,298.1,310.0,1534,33.7,47,51695.8,No,No,No,No,No,No
612,L47791,Low,298.1,310.0,1553,40.9,49,63517.7,No,No,No,No,No,No
613,L47792,Low,298.1,309.9,1563,32.8,51,51266.399999999994,No,No,No,No,No,No
614,L47793,Low,298.1,309.9,1634,30.0,53,49020.0,No,No,No,No,No,No
615,M15474,Medium,298.0,309.9,1445,45.2,55,65314.00000000001,No,No,No,No,No,No
616,L47795,Low,298.1,309.9,1642,30.4,58,49916.799999999996,No,No,No,No,No,No
617,H30030,High,298.1,309.9,1686,29.1,60,49062.600000000006,No,No,No,No,No,No
618,M15477,Medium,298.1,310.0,1393,43.1,65,60038.3,No,No,No,No,No,No
619,H30032,High,298.2,310.0,1433,44.2,68,63338.600000000006,No,No,No,No,No,No
620,L47799,Low,298.3,310.0,1507,44.7,73,67362.90000000001,No,No,No,No,No,No
621,M15480,Medium,298.3,310.1,1389,49.6,75,68894.40000000001,No,No,No,No,No,No
622,L47801,Low,298.3,310.1,1408,45.3,78,63782.399999999994,No,No,No,No,No,No
623,M15482,Medium,298.4,310.2,1725,32.0,80,55200.0,No,No,No,No,No,No
624,L47803,Low,298.4,310.1,1926,23.7,83,45646.2,No,No,No,No,No,No
625,H30038,High,298.3,310.1,1509,37.6,85,56738.4,No,No,No,No,No,No
